,make_source,make_target,match_type,confirmed
2890,International Technidyne Corp (ITC),International Technidyne,first_2_words,TRUE
2899,Intuitive Surgical Corp.,Intuitive Surgical,first_2_words,TRUE
2900,Intuitive Surgical Inc,Intuitive Surgical,first_2_words,TRUE
2919,Itamar Medical LTD,Itamar Medical ,first_2_words,TRUE
2920,Itamar Medical Ltd,Itamar Medical ,first_2_words,TRUE
2922,Ivy Biomedical Systems,Ivy Biomedical,first_2_words,TRUE
2923,Ivy Biomedical Systems Inc,Ivy Biomedical,first_2_words,TRUE
2924,Ivy Biomedical Systems Inc.,Ivy Biomedical,first_2_words,TRUE
2956,Jant Pharmacal Corporation,Jant Pharmacal,first_2_words,TRUE
2969,John Bunn Co,John Bunn,first_2_words,TRUE
2980,Johnson level & Tool,Johnson Level,first_2_words,TRUE
2983,Jones Medical Instrument,Jones Medical,first_2_words,TRUE
2984,Jones Medical Instrument Co,Jones Medical,first_2_words,TRUE
2994,KARL STORZ (CAMERAS),Karl Storz,first_2_words,TRUE
2995,"KARL STORZ ENDOSCOPY AMERICA, INC.",Karl Storz,first_2_words,TRUE
2996,KARL STORZ Endoscopy-America Inc,Karl Storz,first_2_words,TRUE
3008,KENDRO LABORATORY PRODUCT,Kendro Laboratory Products,first_2_words,TRUE
3019,KLS Martin LP,KLS Martin,first_2_words,TRUE
3022,KOVEN TECHNOLOGY INC,Koven Technology,first_2_words,TRUE
3031,Karl Storz Endoscopy,Karl Storz,first_2_words,TRUE
3032,Karl Storz Endoscopy-America,Karl Storz,first_2_words,TRUE
3033,Karl Storz-Endoskope,Karl Storz,first_2_words,TRUE
3045,Keithley Instruments,"Keithley Instruments, Inc.",first_2_words,TRUE
3061,Kimberly-Clark Health Care,Kimberly Clark,first_2_words,TRUE
3076,"Konica Minolta Healthcare Americas, Inc.",Konica Minolta,first_2_words,TRUE
3077,Konica Minolta Sensing,Konica Minolta,first_2_words,TRUE
3078,Konica Minolta Sensing America Inc,Konica Minolta,first_2_words,TRUE
3085,Koven Technology Inc,Koven Technology,first_2_words,TRUE
3086,"Koven Technology, Inc.",Koven Technology,first_2_words,TRUE
3090,Kowa Optimed Inc,Kowa Optimed,first_2_words,TRUE
3101,LAB-LINE INSTRUMENTS INC,Lab-Line,first_2_words,TRUE
3128,LEVEL 1 INC,Level 1 Technologies,first_2_words,TRUE
3135,"LIFE FITNESS, INC.",Life Fitness,first_2_words,TRUE
3136,LIFE-TECH INC,Life-Tech,first_2_words,TRUE
3137,LIFE-TECH INSTRUMENTS,Life-Tech,first_2_words,TRUE
3146,LKB Instruments Inc,LKB Instruments,first_2_words,TRUE
3147,LKC Technologies Inc,LKC Technologies,first_2_words,TRUE
3156,LUDLUM MEASUREMENTS INC.,Ludlum Measurements,first_2_words,TRUE
3165,LW SCIENTIFIC INC,LW Scientific,first_2_words,TRUE
3167,LW Scientific  Inc.,LW Scientific,first_2_words,TRUE
3168,LW Scientific Inc,LW Scientific,first_2_words,TRUE
3172,Lab-Line Instruments Inc,Lab-Line,first_2_words,TRUE
3173,Lab-Line Instruments Inc.,Lab-Line,first_2_words,TRUE
3197,Lamidey Noury Medical,Lamidey Noury,first_2_words,TRUE
3246,Life Technologies Corp.,Life Technologies,first_2_words,TRUE
3247,Life Technologies Inc,Life Technologies,first_2_words,TRUE
3248,Life-Tech Inc,Life-Tech,first_2_words,TRUE
3249,Life-Tech Inc.,Life-Tech,first_2_words,TRUE
3275,Lkc Technologies Inc,LKC Technologies,first_2_words,TRUE
3288,Ludlum Measurements Inc,Ludlum Measurements,first_2_words,TRUE
3329,MAC Medical Inc,MAC Medical,first_2_words,TRUE
3341,MAR COR PURIFICATION,Mar Cor,first_2_words,TRUE
3348,MASTER APPLIANCE CORP.,Master Appliance,first_2_words,TRUE
3370,MED-ORTHO/Cardon Rehab,Med-Ortho,first_2_words,TRUE
3384,MEDICAL GRAPHICS CORP.,Medical Graphics Corporation,first_2_words,TRUE
3386,MEDICAL MEASUREMENTS INC.,Medical Measurements,first_2_words,TRUE
3397,"MEDITRON DEVICES, INC.",Meditron Devices,first_2_words,TRUE
3418,MEIJI TECHNO AMERICA,Meiji Techno,first_2_words,TRUE
3419,MENNEN MEDICAL CORP,Mennen Medical,first_2_words,TRUE
3422,MERIT MEDICAL SYSTEMS INC,Merit Medical,first_2_words,TRUE
3428,METTLER ELECTRONICS CORP,Mettler Electronics,first_2_words,TRUE
3429,METTLER ELECTRONICS CORP.,Mettler Electronics,first_2_words,TRUE
3431,METTLER TOLEDO INC,Mettler Toledo,first_2_words,TRUE
3435,MGC Diagnostics Corp,MGC Diagnostics,first_2_words,TRUE
3440,MICHIGAN INSTRUMENTS INC,Michigan Instruments,first_2_words,TRUE
3445,MICROMEDICAL TECHNOLOGIES,"Micromedical Technologies, Inc.",first_2_words,TRUE
3451,MILES SCIENTIFIC DIV MILES LABORATORIES INC,Miles Scientific,first_2_words,TRUE
3465,MJ Research Inc,MJ Research,first_2_words,TRUE
3477,MONARK EXERCISE AB,Monark Exercise,first_2_words,TRUE
3486,MRI Devices Corp,MRI-Devices Daum,first_2_words,TRUE
3500,MULTIGON INDUSTRIES INC,Multigon Industries,first_2_words,TRUE
3507,"Mac Medical, Inc.",MAC Medical,first_2_words,TRUE
3512,Mada Medical Products Inc.,MADA Medical,first_2_words,TRUE
3543,Mar Cor Purificatioin,Mar Cor,first_2_words,TRUE
3544,Mar Cor Purification,Mar Cor,first_2_words,TRUE
3545,Mar Cor Purification A Cantel Medical Co,Mar Cor,first_2_words,TRUE
3546,Mar Cor Purification Inc.,Mar Cor,first_2_words,TRUE
3550,Marco Ophthalmic Inc,Marco Ophthalmic,first_2_words,TRUE
3574,Master Appliance Co,Master Appliance,first_2_words,TRUE
3575,Master Appliance Corp,Master Appliance,first_2_words,TRUE
3661,Medical Graphics Corp,Medical Graphics Corporation,first_2_words,TRUE
3663,Medical Illumination Intl,Medical Illumination,first_2_words,TRUE
3665,Medical Instrument Research,Medical Instrument,first_2_words,TRUE
3670,Medical Measurements Inc,Medical Measurements,first_2_words,TRUE
3681,Medical Specifics Inc.,Medical Specifics,first_2_words,TRUE
3695,Medison America Inc,Medison America,first_2_words,TRUE
3701,Meditron Devices Inc,Meditron Devices,first_2_words,TRUE
3739,Mego Afek AC Ltd,Mego Afek,first_2_words,TRUE
3741,Meiji Techno Ltd,Meiji Techno,first_2_words,TRUE
3743,Mennen Medical Corp,Mennen Medical,first_2_words,TRUE
3756,Meridian Bioscience Inc,Meridian Bioscience,first_2_words,TRUE
3758,Merit Medical Systems,Merit Medical,first_2_words,TRUE
3770,Mettler Electronics Corp,Mettler Electronics,first_2_words,TRUE
3772,Mettler Toledo LLC,Mettler Toledo,first_2_words,TRUE
3774,Michigan Instruments Inc,Michigan Instruments,first_2_words,TRUE
3775,Micro Audiometrics Corp,Micro Audiometrics,first_2_words,TRUE
3776,Micro Audiometrics Corp.,Micro Audiometrics,first_2_words,TRUE
3777,Micro Audiometrics Corporation,Micro Audiometrics,first_2_words,TRUE
3793,Micromedical Technologies,"Micromedical Technologies, Inc.",first_2_words,TRUE
3817,Miles Scientific Div Miles Laboratories Inc,Miles Scientific,first_2_words,TRUE
3834,Minerva Surgical Inc,Minerva Surgical,first_2_words,TRUE
3856,Mizuho OSI Medical,Mizuho OSI,first_2_words,TRUE
3865,Molecular Devices Inc Div Danaher Corp,Molecular Devices,first_2_words,TRUE
3873,Monark Exercise AB,Monark Exercise,first_2_words,TRUE
3882,Morgan MEDesign Inc,Morgan MEDesign,first_2_words,TRUE
3883,Morgan Medesign Inc,Morgan MEDesign,first_2_words,TRUE
3886,Mortara Instrument Inc,Mortara Instrument,first_2_words,TRUE
3887,Mortara Instrument Inc.,Mortara Instrument,first_2_words,TRUE
3914,NDD MEDICAL,NDD Medical Technologies,first_2_words,TRUE
3931,NEURO-KINETICS,"Neuro Kinetics, Inc. ",first_2_words,TRUE
3934,"NEW STAR LASERS, INC.",New Star,first_2_words,TRUE
3944,NK Medical Products Inc,NK Medical,first_2_words,TRUE
3945,NONIN MEDICAL INC.,Nonin Medical,first_2_words,TRUE
3951,NORTHGATE TECHNOLOGIES INC,Northgate Technologies,first_2_words,TRUE
3953,NOVA BIOMEDICAL CORP,Nova Biomedical,first_2_words,TRUE
3962,"NSPIRE HEALTH, INC.",nSPIRE Health,first_2_words,TRUE
3988,National Biological Laboratories Inc,National Biological Corp.,first_2_words,TRUE
3993,National Optical,"National Optical & Scientific Instruments, Inc.",first_2_words,TRUE
3994,National Optical Inc.,"National Optical & Scientific Instruments, Inc.",first_2_words,TRUE
3995,National Optical Instruments,"National Optical & Scientific Instruments, Inc.",first_2_words,TRUE
4028,Neuro Technology,Neuro Technology Inc.,first_2_words,TRUE
4040,Neutec Group,"Neutec Group, Inc.",first_2_words,TRUE
4043,New Brunswick,New Brunswick Scientific,first_2_words,TRUE
4046,New Star Laser Inc,New Star,first_2_words,TRUE
4047,New Star Lasers Inc,New Star,first_2_words,TRUE
4051,Nexcelom Bioscience LLC,Nexcelom Bioscience,first_2_words,TRUE
4063,Nidek Medical Products Inc,Nidek Medical,first_2_words,TRUE
4065,Nihon Kohden America,Nihon Kohden,first_2_words,TRUE
4066,Nihon Kohden America Inc,Nihon Kohden,first_2_words,TRUE
4067,Nihon Kohden Corp,Nihon Kohden,first_2_words,TRUE
4079,Nonin Medical Inc,Nonin Medical,first_2_words,TRUE
4080,Nonin Medical Inc.,Nonin Medical,first_2_words,TRUE
4082,Nor-Lake Scientific,Nor-Lake,first_2_words,TRUE
4092,Northgate Technologies Inc,Northgate Technologies,first_2_words,TRUE
4093,Northgate Technologies Inc.,Northgate Technologies,first_2_words,TRUE
4097,Nova Biomedical Corp,Nova Biomedical,first_2_words,TRUE
4137,OLYMPIC MEDICAL CORP A NATUS MEDICAL CO,Olympic Medical,first_2_words,TRUE
4143,OMRON Healthcare Inc,Omron Healthcare,first_2_words,TRUE
4160,ORGANON TEKNIKA CORP.,Organon Teknika,first_2_words,TRUE
4176,OXFORD INSTRUMENTS & C0.,Oxford Instruments,first_2_words,TRUE
4177,OXFORD INSTRUMENTS INC,Oxford Instruments,first_2_words,TRUE
4178,OXFORD INSTRUMENTS MEDICAL,Oxford Instruments,first_2_words,TRUE
4185,Oakworks Medical Products,Oakworks Medical,first_2_words,TRUE
4186,"Oakworks Medical, Inc.",Oakworks Medical,first_2_words,TRUE
4194,Ohio Medical Corp,Ohio Medical,first_2_words,TRUE
4195,Ohio Medical Corp.,Ohio Medical,first_2_words,TRUE
4196,"Ohio Medical, LLC",Ohio Medical,first_2_words,TRUE
4205,Olympic Medical Corp,Olympic Medical,first_2_words,TRUE
4206,Olympic Medical Corp A Natus Medical Co,Olympic Medical,first_2_words,TRUE
4270,Outset Medical Inc,Outset Medical,first_2_words,TRUE
4275,Oxford Instruments Medical,Oxford Instruments,first_2_words,TRUE
4279,PACE TECH INC,Pace Tech,first_2_words,TRUE
4281,PACKARD INSTRUMENT CO,Packard Instrument,first_2_words,TRUE
4293,PCI MEDICAL INC,PCI Medical,first_2_words,TRUE
4295,PCI Medical Inc,PCI Medical,first_2_words,TRUE
4296,PCI Medical Inc.,PCI Medical,first_2_words,TRUE
4297,"PCI Medical, Inc.",PCI Medical,first_2_words,TRUE
4310,PERKIN-ELMER CORP,Perkin Elmer,first_2_words,TRUE
4311,PERKIN-ELMER CORP.,Perkin Elmer,first_2_words,TRUE
4312,PERKIN-ELMER WALLAC INC.,Perkin Elmer,first_2_words,TRUE
4328,PHYSIO-CONTROL CORP,Physio-Control,first_2_words,TRUE
4354,PRECISION MEDICAL INC,Precision Medical,first_2_words,TRUE
4355,PRECISION SCIENTIFIC INC,Precision Scientific,first_2_words,TRUE
4361,PROGRESSIVE DYNAMICS INC.,Progressive Dynamics,first_2_words,TRUE
4377,"PULMONETIC SYSTEMS, INC.",Pulmonetic Systems,first_2_words,TRUE
4380,PURITAN BENNETT CORP DIV TYCO HEALTHCARE GROUP LP,Puritan Bennett,first_2_words,TRUE
4387,Padgett Instruments Inc,Padgett Instruments,first_2_words,TRUE
4402,Parker Hannifin Corp,Parker Hannifin,first_2_words,TRUE
4403,Parker Hannifin Corp Filtration & Separation Div,Parker Hannifin,first_2_words,TRUE
4418,Patterson Dental Supply,Patterson Dental,first_2_words,TRUE
4419,Patterson Dental Supply Inc,Patterson Dental,first_2_words,TRUE
4421,Patterson Medical Ltd,Patterson Medical,first_2_words,TRUE
4422,Patterson Medical Supply,Patterson Medical,first_2_words,TRUE
4457,Perkin-Elmer Corp,Perkin Elmer,first_2_words,TRUE
4461,Perry Baromedical Corp,Perry Baromedical,first_2_words,TRUE
4485,Physio-Control Inc A Stryker Co,Physio-Control,first_2_words,TRUE
4486,Physio-Control Inc Div Medtronic Inc,Physio-Control,first_2_words,TRUE
4487,Physio-Control Inc.,Physio-Control,first_2_words,TRUE
4488,"Physio-Control, Inc.",Physio-Control,first_2_words,TRUE
4498,"Pilling Weck, Inc.",Pilling Weck,first_2_words,TRUE
4541,Precision Medical Inc,Precision Medical,first_2_words,TRUE
4542,Precision Medical Inc.,Precision Medical,first_2_words,TRUE
4544,Precision Scientific Co.,Precision Scientific,first_2_words,TRUE
4545,Precision Scientific Inc,Precision Scientific,first_2_words,TRUE
4556,Prestige Medical Corp,Prestige Medical,first_2_words,TRUE
4557,Primus Sterilizer Company,Primus Sterilizer,first_2_words,TRUE
4572,Progeny Dental Inc A Midmark Co,Progeny Dental,first_2_words,TRUE
4573,Progeny Inc A Midmark Co,"Progeny, Inc.",first_2_words,TRUE
4578,Pronk Technologies Inc,Pronk Technologies,first_2_words,TRUE
4579,Pronk Technologies Inc.,Pronk Technologies,first_2_words,TRUE
4590,Pulmonetic Systems Inc.,Pulmonetic Systems,first_2_words,TRUE
4596,Puritan Bennett Corp,Puritan Bennett,first_2_words,TRUE
4609,QUINCY LAB,"Quincy Lab, Inc",first_2_words,TRUE
4627,Quest Medical,"Quest Medical, Inc. ",first_2_words,TRUE
4629,Quest Technologies Inc A 3M Co,Quest Technologies,first_2_words,TRUE
4635,Quincy Lab Corp,"Quincy Lab, Inc",first_2_words,TRUE
4653,RAND-SCOT INC.,Rand-Scot,first_2_words,TRUE
4663,RELIEVANT MEDSYSTEMS INC,Relievant Medsystems,first_2_words,TRUE
4674,RICH-MAR CORP,Rich-Mar,first_2_words,TRUE
4708,Randox Laboratories,"Randox Laboratories, Inc.",first_2_words,TRUE
4710,Rauland-Borg Corp,Rauland-Borg,first_2_words,TRUE
4734,Reichert-Jung Technologies,Reichert-Jung,first_2_words,TRUE
4770,Rice Lake Weight Systems,Rice Lake Weighing Systems,first_2_words,TRUE
4772,Rich-Mar Corp,Rich-Mar,first_2_words,TRUE
4774,Richard Wolf Corp.,Richard Wolf,first_2_words,TRUE
4775,Richard Wolf GmbH,Richard Wolf,first_2_words,TRUE
4776,Richard Wolf Medical,Richard Wolf,first_2_words,TRUE
4777,Richard Wolf Medical Instruments Corp,Richard Wolf,first_2_words,TRUE
4805,Roche Diagnostics Corp,Roche Diagnostics,first_2_words,TRUE
4816,Roscoe Medical Inc,Roscoe Medical,first_2_words,TRUE
4823,Rudolph Research Analytic,Rudolph Research Analytical,first_2_words,TRUE
4838,SAMMONS PRESTON ROLYAN AN ABILITYONE CO,Sammons Preston,first_2_words,TRUE
4841,SANDHILL SCIENTIFIC INC,Sandhill Scientific,first_2_words,TRUE
4849,SCALE-TRONIX INC,Scale-Tronix,first_2_words,TRUE
4850,"SCALE-TRONIX, INC.",Scale-Tronix,first_2_words,TRUE
4872,SEIKO INSTRUMENTS USA INC,Seiko Instruments,first_2_words,TRUE
4873,SEILER INSTRUMENT CO PRECISION MICROSCOPES DIV,Seiler Instrument,first_2_words,TRUE
4879,SEPARATION TECHNOLOGY INC,Separation Technology,first_2_words,TRUE
4887,SHERWOOD MEDICAL CO SUB AMERICAN HOME PRODUCTS CORP,Sherwood Medical,first_2_words,TRUE
4899,SIERRA SCIENTIFIC INST.,Sierra Scientific Instruments,first_2_words,TRUE
4918,"SMITHS MEDICAL ASD, INC.",Smiths Medical,first_2_words,TRUE
4945,SPECTRUM DYNAMICS Medical,Spectrum Dynamics,first_2_words,TRUE
4956,SR INSTRUMENTS INC,SR Instruments,first_2_words,TRUE
4957,SR Instruments Inc,SR Instruments,first_2_words,TRUE
4958,SR Instruments Inc.,SR Instruments,first_2_words,TRUE
4963,SSI-LASER ENGINEERING,SSI Laser,first_2_words,TRUE
4969,STAR TRAC BY UNISEN INC,Star Trac,first_2_words,TRUE
4970,"STAR TRAC BY UNISEN, INC",Star Trac,first_2_words,TRUE
4974,STEREO OPTICAL CO INC,Stereo Optical Company ,first_2_words,TRUE
4991,SUNRISE MEDICAL CO.,Sunrise Medical,first_2_words,TRUE
4997,SURGIPATH MEDICAL INDUSTRIES INC,Surgipath Medical Ind. ,first_2_words,TRUE
5011,Sage Products INC.,Sage Products,first_2_words,TRUE
5012,Sage Products Inc,Sage Products,first_2_words,TRUE
5013,Sage Products LLC,Sage Products,first_2_words,TRUE
5025,Sammons Preston Products,Sammons Preston,first_2_words,TRUE
5026,Sammons Preston USA A Patterson Medical Co,Sammons Preston,first_2_words,TRUE
5027,"Sammons Preston, Inc.",Sammons Preston,first_2_words,TRUE
5032,Sandhill Scientific A Medovations Co,Sandhill Scientific,first_2_words,TRUE
5051,Scale-Tronix Inc,Scale-Tronix,first_2_words,TRUE
5052,Scale-Tronix Inc.,Scale-Tronix,first_2_words,TRUE
5064,Schwinn Cycling & Fitness,Schwinn Cycling and Fitness Inc.,first_2_words,TRUE
5071,Scientific Industries,"Scientific Industries, Inc.",first_2_words,TRUE
5106,Seiler Instrument & Mfg Co Microscope Div,Seiler Instrument,first_2_words,TRUE
5108,Select Medical,Select Medical Products,first_2_words,TRUE
5126,Sentech Medical Systems,Sentech Medical,first_2_words,TRUE
5127,Sentinelle Medical Inc A Hologic Co,Sentinelle Medical,first_2_words,TRUE
5154,Sherwood Medical Co Sub American Home Products Corp,Sherwood Medical,first_2_words,TRUE
5161,Shin-Nippon Commerce Inc,Shin-Nippon,first_2_words,TRUE
5198,Skyline Medical Inc,Skyline Medical,first_2_words,TRUE
5217,Smiths Medical Group,Smiths Medical,first_2_words,TRUE
5218,Smiths Medical Inc.,Smiths Medical,first_2_words,TRUE
5219,"Smiths Medical MD, Inc.",Smiths Medical,first_2_words,TRUE
5259,Sorenson Medical Products Inc,Sorenson Medical,first_2_words,TRUE
5261,Sorin Group USA Inc A LivaNova Co,Sorin Group,first_2_words,TRUE
5272,Spacelabs Healthcare Inc,Spacelabs Healthcare,first_2_words,TRUE
5273,Spacelabs Healthcare Inc An OSI Systems Co,Spacelabs Healthcare,first_2_words,TRUE
5284,Spectrum Dynamics Medical Inc.,Spectrum Dynamics,first_2_words,TRUE
5285,Spectrum Medical,Spectrum Medical Systems,first_2_words,TRUE
5288,Sper Scientific Ltd,Sper Scientific,first_2_words,TRUE
5302,Ssi Laser Engineering,SSI Laser,first_2_words,TRUE
5311,Staco Energy Product Co,Staco Energy Prodicts,first_2_words,TRUE
5321,Standard Imaging Inc,Standard Imaging,first_2_words,TRUE
5341,Stereo Optical,Stereo Optical Company ,first_2_words,TRUE
5376,Sub-Zero Freezer,Sub-Zero,first_2_words,TRUE
5382,Summit Doppler Systems Inc.,Summit Doppler,first_2_words,TRUE
5389,Sun Nuclear Corp,Sun Nuclear Corporation (SNC),first_2_words,TRUE
5417,Surgipath Medical,Surgipath Medical Ind. ,first_2_words,TRUE
5418,Surgipath Medical Industries Inc,Surgipath Medical Ind. ,first_2_words,TRUE
5419,Surgipath Medical Inst.,Surgipath Medical Ind. ,first_2_words,TRUE
5448,Sysmex America,"Sysmex America, Inc.",first_2_words,TRUE
5476,TENS Plus Industrial Co Div Goldsberg Intl Enterprises Ltd,TENS Plus,first_2_words,TRUE
5487,"THD America,Inc.",THD America,first_2_words,TRUE
5496,THERMO FISHER SCIENTIFIC,Thermo Fisher,first_2_words,TRUE
5498,THERMO SCIENTIFIC CLINICAL CHEMISTRY DIV THERMO FISHER SCIENTIFIC INC,Thermo Scientific Portable Analytical Instruments Inc.,first_2_words,TRUE
5499,THERMO-ELECTRIC CO,Thermo Electric,first_2_words,TRUE
5513,TIMS Medical Div Foresight Imaging,TIMS Medical,first_2_words,TRUE
5531,TRANSMOTION MEDICAL INC,Transmotion Medical,first_2_words,TRUE
5536,TREX MEDICAL CORP XRE DIV,Trex Medical,first_2_words,TRUE
5543,TRIANGLE BIOMEDICAL SCIEN,Triangle Biomedical Sciences,first_2_words,TRUE
5548,TRUE Fitness Technology,True Fitness,first_2_words,TRUE
5549,TRUE Fitness Technology Inc.,True Fitness,first_2_words,TRUE
5562,Talcott Laboratories Inc,Talcott Laboratories,first_2_words,TRUE
5565,Talley Medical United Kingdom,Talley Medical,first_2_words,TRUE
5600,Tens Plus Industrial,TENS Plus,first_2_words,TRUE
5601,Tens Plus Industrial Company,TENS Plus,first_2_words,TRUE
5617,Test Products Int (TPI),"Test Products, Inc",first_2_words,TRUE
5621,The Baker Co,The Baker Company,first_2_words,TRUE
5641,Thermo Electron Corp,Thermo Electron,first_2_words,TRUE
5642,Thermo Electron Corp.,Thermo Electron,first_2_words,TRUE
5643,Thermo Fisher Scientific,Thermo Fisher,first_2_words,TRUE
5644,Thermo Fisher Scientific (Asheville),Thermo Fisher,first_2_words,TRUE
5645,Thermo Fisher Scientific Inc,Thermo Fisher,first_2_words,TRUE
5650,Thermo Scientific Laboratory Products Div Thermo Fisher Scientific Inc,Thermo Scientific Portable Analytical Instruments Inc.,first_2_words,TRUE
5652,Thermo-Electric Co,Thermo Electric,first_2_words,TRUE
5653,Thermo-Electric Co.,Thermo Electric,first_2_words,TRUE
5663,Thomas Scientific Inc.,Thomas Scientific,first_2_words,TRUE
5667,Thought Technology Ltd,Thought Technology,first_2_words,TRUE
5668,Thought Technology Ltd (US),Thought Technology,first_2_words,TRUE
5682,Tomy Tech USA Inc,Tomy Tech,first_2_words,TRUE
5692,Torsion Balance Co,Torsion Balance,first_2_words,TRUE
5699,Tosoh Bioscience Inc.,Tosoh Bioscience,first_2_words,TRUE
5716,Transonic Systems,Transonic Systems Inc.,first_2_words,TRUE
5723,Trex Medical (see Hologic),Trex Medical,first_2_words,TRUE
5733,Triangle Biomedical Services,Triangle Biomedical Sciences,first_2_words,TRUE
5745,Tru-D SmartUVC,Tru-D,first_2_words,TRUE
5748,True Fitness Technology,True Fitness,first_2_words,TRUE
5750,True Manufacturing Company,True Manufacturing,first_2_words,TRUE
5754,Turbo Air Group,Turbo Air,first_2_words,TRUE
5756,Turner Designs Inc,Turner Designs,first_2_words,TRUE
5769,UFSK International OSYS,UFSK International,first_2_words,TRUE
5793,USA Scientific Inc,USA Scientific,first_2_words,TRUE
5794,UTAH MEDICAL PRODUCTS,Utah Medical,first_2_words,TRUE
5795,UTAH MEDICAL PRODUCTS INC,Utah Medical,first_2_words,TRUE
5799,UVP LLC (Ultraviolet Products),"UVP, LLC",first_2_words,TRUE
5811,Umano Medical Inc,Umano Medical,first_2_words,TRUE
5834,Utah Medical Products,Utah Medical,first_2_words,TRUE
5835,Utah Medical Products Inc,Utah Medical,first_2_words,TRUE
5836,Utah Medical Products Inc.,Utah Medical,first_2_words,TRUE
5851,VIASYS HEALTHCARE (No longer valid name),Viasys Healthcare,first_2_words,TRUE
5852,VIASYS HEALTHCARE INC,Viasys Healthcare,first_2_words,TRUE
5856,VIDAR Systems Corp,Vidar Systems,first_2_words,TRUE
5857,VIDAR Systems Corp.,Vidar Systems,first_2_words,TRUE
5878,VWR INTERNATIONAL,"VWR International, Inc. ",first_2_words,TRUE
5879,VWR INTERNATIONAL PART OF AVANTOR,"VWR International, Inc. ",first_2_words,TRUE
5880,VWR International,"VWR International, Inc. ",first_2_words,TRUE
5881,VWR International LLC,"VWR International, Inc. ",first_2_words,TRUE
5885,Valley Forge Scientific Corp.,Valley Forge,first_2_words,TRUE
5903,Vascular Solutions Inc,Vascular Solutions,first_2_words,TRUE
5904,Vascular Solutions Inc.,Vascular Solutions,first_2_words,TRUE
5920,Veran Medical Technologies,Veran Medical,first_2_words,TRUE
5921,Veran Medical Technologies Inc.,Veran Medical,first_2_words,TRUE
5948,Vidar Systems Corp,Vidar Systems,first_2_words,TRUE
5956,Vision Sciences Inc,Vision Sciences,first_2_words,TRUE
5957,Vision Sciences Inc.,Vision Sciences,first_2_words,TRUE
5959,Vista Technology Inc,Vista Technology,first_2_words,TRUE
5962,Vital Diagnostics Pty. Ltd.,Vital Diagnostics,first_2_words,TRUE
5975,Vnus Medical Tech,VNUS Medical Technologies,first_2_words,TRUE
5988,Vyaire Medical Inc,"Vyaire Medical 211, Inc.",first_2_words,TRUE
6003,WELCH ALLYN PROTOCOL LTD,Welch Allyn,first_2_words,TRUE
6004,WELLS JOHNSON CO,Wells Johnson,first_2_words,TRUE
6012,WHITE CONSOLIDATED INDUSTRIES,White Consolidated Inc.,first_2_words,TRUE
6040,Wassenburg Medical,Wassenburg Medical Devices,first_2_words,TRUE
6056,Welch Allyn Inc,Welch Allyn,first_2_words,TRUE
6057,Welch Allyn Inc.,Welch Allyn,first_2_words,TRUE
6058,Welch Allyn Protocol,Welch Allyn,first_2_words,TRUE
6059,"Welch Allyn, Inc",Welch Allyn,first_2_words,TRUE
6060,"Welch Allyn, inc.",Welch Allyn,first_2_words,TRUE
6066,Wells Johnson Co,Wells Johnson,first_2_words,TRUE
6067,Wells Johnson Co.,Wells Johnson,first_2_words,TRUE
6086,Whip Mix Corp,Whip Mix,first_2_words,TRUE
6115,"X-RITE, INC",X-Rite,first_2_words,TRUE
6117,X-Rite Inc,X-Rite,first_2_words,TRUE
6181,globe scientific inc,Globe Scientific,first_2_words,TRUE
6193,nSpire Health Inc,nSPIRE Health,first_2_words,TRUE
3,3M,3M,exact,TRUE
6,3M Healthcare,3M HealthCare,exact,TRUE
40,ACCUMETRICS,Accumetrics,exact,TRUE
47,ACMI,ACMI,exact,TRUE
51,ADC,ADC,exact,TRUE
53,ADEC,Adec,exact,TRUE
61,AERIN MEDICAL,Aerin Medical,exact,TRUE
67,AFP IMAGING,AFP Imaging ,exact,TRUE
73,AIRBORNE LIFE SUPPORT SYSTEMS,Airborne Life Support Systems,exact,TRUE
102,AMS,AMS,exact,TRUE
103,AMSCO,Amsco,exact,TRUE
107,APPLIED BIOSYSTEMS,Applied Biosystems,exact,TRUE
118,ARTEL,Artel,exact,TRUE
124,ASUS,ASUS,exact,TRUE
125,AT&T,AT&T,exact,TRUE
139,AUSTCO,AUSTCO,exact,TRUE
151,Abaxis,Abaxis,exact,TRUE
159,Abiomed,ABIOMED,exact,TRUE
165,Accelerated Care Plus,Accelerated Care Plus,exact,TRUE
172,Accu-Scope,Accu-Scope,exact,TRUE
175,AccuVein,AccuVein,exact,TRUE
179,Acculab,ACCULAB,exact,TRUE
180,Accumed,AccuMed,exact,TRUE
187,Accuvein,AccuVein,exact,TRUE
193,Acer,Acer,exact,TRUE
197,Acist Medical Systems,ACIST Medical Systems,exact,TRUE
199,Acoustic Imaging,Acoustic Imaging,exact,TRUE
201,Acoustic Systems,Acoustic Systems,exact,TRUE
202,Acroprint,Acroprint,exact,TRUE
215,Adam Equipment,Adam Equipment,exact,TRUE
225,Adler,Adler,exact,TRUE
235,Advanced Instruments,Advanced Instruments,exact,TRUE
245,Advanced Sterilization Products,Advanced Sterilization Products,exact,TRUE
249,Advantech,Advantech,exact,TRUE
253,Aerin Medical,Aerin Medical,exact,TRUE
255,Aerogen,Aerogen,exact,TRUE
260,Aesculap,Aesculap,exact,TRUE
265,Agilent Technologies,Agilent Technologies,exact,TRUE
275,Air Techniques,Air Techniques,exact,TRUE
