,Unnamed: 0,model_name_source,model_name_target,confidence,match_type,mel_id,make_target,modality_target,confirmed
4,4,6040 - Tissue-Tek VIP 6,Tissue-Tek VIP 6,0.95,llm,745248.0,Sakura,Histology,False
0,0,CE-82 2000 - Cryosurgery Unit,CE 82,0.9,llm,758094.0,Frigitronics,Surgery,False
0,0,LL-100 - Cryosurgical System,LL100,0.9,llm,10035.0,Wallach,Surgery,False
1,1,L450VA - Vista ABI,,0.0,no_match,,Wallach,,False
0,0,EDS1100 - Serial To Ethernet Device Server,,0.9,no_match,,Lantronix,,False
0,0,AED Plus,aed plus,,exact,788165.0,Zoll,Defibrillators,True
1,1,8503-001103-01 - AED 3 BLS,AED 3,0.9,llm,793585.0,Zoll,Defibrillators,False
2,2,30120000301110012 - R Series ALS,ALS R Series,0.85,llm,795659.0,Zoll,Defibrillators,False
3,3,30720005201310012 - R Series ALS,ALS R Series,0.85,llm,795659.0,Zoll,Defibrillators,False
4,4,603-0221511-01 - X Series Transport Defibrillator,X Series,0.9,llm,765578.0,Zoll,Defibrillators,False
5,5,8050-0030-01 - Surepower Charging Station,SurePower,0.8,llm,793565.0,Zoll,Hardware,False
0,0,"9163-001 - Defib, Aed Trainer, Npc",,0.9,no_match,,Cardiac Science,,False
0,0,03R67-01 - Alinity c,,0.0,no_match,,Abbott Medical Optics (AMO),,False
1,1,8389-01 - Imx Immunoassy System,,0.0,no_match,,Abbott Medical Optics (AMO),,False
2,2,AXSYM SYSTEM - Immunoassay Testing,,0.0,no_match,,Abbott Medical Optics (AMO),,False
3,3,IMX -,,0.0,no_match,,Abbott Medical Optics (AMO),,False
4,4,TDX FLX - Immunoassay Analyzer,,0.0,no_match,,Abbott Medical Optics (AMO),,False
5,5,03R65-01 - Alinity i,,0.0,no_match,,Abbott Medical Optics (AMO),,False
6,6,EQ002002A - ID Now,,0.0,no_match,,Abbott Medical Optics (AMO),,False
7,7,1100-1001 - Piccolo Xpress,,0.0,no_match,,Abbott Medical Optics (AMO),,False
8,8,300 - i-Stat 1 Analyzer,,0.0,no_match,,Abbott Medical Optics (AMO),,False
9,9,1116985 - Afinion 2,,0.0,no_match,,Abbott Medical Optics (AMO),,False
10,10,3531 - Centrifuge,,0.0,no_match,,Abbott Medical Optics (AMO),,False
11,11,HMT1100 - Heartmate Touch Communication System,,0.0,no_match,,Abbott Medical Optics (AMO),,False
12,12,108701 - Heartmate Universal Battery Charger,,0.0,no_match,,Abbott Medical Optics (AMO),,False
13,13,8 A 50 -,,0.0,no_match,,Abbott Medical Optics (AMO),,False
14,14,103286 - Heartmate Power Module,,0.0,no_match,,Abbott Medical Optics (AMO),,False
15,15,204386 - Heartmate Power Module,,0.0,no_match,,Abbott Medical Optics (AMO),,False
16,16,MAP9819-065 - I-Stat Printer,,0.0,no_match,,Abbott Medical Optics (AMO),,False
17,17,MER 3700 Merlin 2,,0.0,no_match,,Abbott Medical Optics (AMO),,False
0,0,99576-000043 - Lucas 3,LUCAS 3,1.0,llm,793628.0,Physio-Control,Surgery,False
1,1,99577-001932 - Lifepak 15 (Ecg/Spo2/Nibp/Etco2/Pacing/Aed/Cpr),,0.9,no_match,,Physio-Control,,False
2,2,"LIFEPAK 500T - Defib, Aed Trainer",,0.9,no_match,,Physio-Control,,False
0,0,Neutrolator - Neutrolator Medical Demagnetizer,Neutrolator,0.9,llm,746607.0,Electro-Matic Products Company (ELMATCO),,False
0,0,FWS-C - Spirit 2000,,0.0,no_match,,Pelton & Crane,,False
1,1,Spirit 2800,,0.0,no_match,,Pelton & Crane,,False
2,2,Helios 1800,,0.0,no_match,,Pelton & Crane,,False
0,0,B - Dermatome,Electro Dermatome,0.7,llm,739829.0,Padgett Instruments,General Biomedical,False
0,0,AB5500+ - Ez Scan A/B Scan Combo,B-Scan B5500,0.7,llm,752327.0,Sonomed Escalon,Optometry,False
1,1,VuPad A-Scan System,VuPad,0.9,llm,791243.0,Sonomed Escalon,Ultrasound,False
2,2,VuPad B-Scan System - Vupad B-Scan System,VuPad,0.9,llm,791243.0,Sonomed Escalon,Ultrasound,False
3,3,72000 - PD Access Monitor,,0.0,no_match,,Sonomed Escalon,,False
4,4,300A - Pacscan - Digital Biometric Ruler (A-Scan),,0.0,no_match,,Sonomed Escalon,,False
0,0,811-BTS,811-BTS,,exact,4914.0,"Parks Medical Electronics, Inc. ",Ultrasound,True
1,1,811-B - 811-B Blood Flow Doppler,811-B,0.95,llm,4912.0,"Parks Medical Electronics, Inc. ",Ultrasound,False
2,2,841-A - 841-A Pocket Doppler,841-A,0.95,llm,4915.0,"Parks Medical Electronics, Inc. ",Ultrasound,False
3,3,915-BL - 915-Bl Doppler Ultrasound,915-BL,0.95,llm,4916.0,"Parks Medical Electronics, Inc. ",Ultrasound,False
4,4,2100SX - Flo-Lab 2100Sx,Flo-Lab 2100SX,0.95,llm,744969.0,"Parks Medical Electronics, Inc. ",Ultrasound,False
5,5,909 - 909 Directional Doppler,,0.0,no_match,,"Parks Medical Electronics, Inc. ",,False
6,6,915-AL - 915-Al Doppler Ultrasound,,0.0,no_match,,"Parks Medical Electronics, Inc. ",,False
7,7,611-L - 611-L Obstetrical Doppler,,0.0,no_match,,"Parks Medical Electronics, Inc. ",,False
8,8,641-A - 641-A Obstetrical Doppler,,0.0,no_match,,"Parks Medical Electronics, Inc. ",,False
0,0,D900-P-USA/VP8 - D900 Mini Dopplex,D900,0.8,llm,799054.0,Arjo,General Biomedical,False
1,1,LUS-D900-VP8XS,D900,0.7,llm,799054.0,Arjo,General Biomedical,False
2,2,KMCLUN - Maxi Move With Scale,Maximove KMCLUN,0.9,llm,12657.0,Arjo,"Beds, Medical Furniture and Patient Transport",False
3,3,KMCLXN - Maxi Move,Maxi Move,0.9,llm,798982.0,Arjo,"Beds, Medical Furniture and Patient Transport",False
4,4,SPL4010 - Sara Plus Standing Frame,Sara Plus,0.8,llm,,Arjo,,False
5,5,LD10001 - Maxi Sky 600,Maxi Sky 600,0.95,llm,763843.0,Arjo,"Beds, Medical Furniture and Patient Transport",False
6,6,700.24250 - Maxi Move Battery Charger,Maxi Move,0.7,llm,798982.0,Arjo,"Beds, Medical Furniture and Patient Transport",False
7,7,D500 - Doppler,,0.0,no_match,,Arjo,,False
8,8,"D920 DOPPLEX - Doppler,Battery Fetal",,0.0,no_match,,Arjo,,False
9,9,Dopplex II - Doppler,,0.0,no_match,,Arjo,,False
10,10,MD1 - Doppler,,0.0,no_match,,Arjo,,False
11,11,MD2 - Dopplex Md2,,0.0,no_match,,Arjo,,False
12,12,MD2/SD2 - Multi / Super Dopplex Ii,,0.0,no_match,,Arjo,,False
13,13,MD2+ - Dopplex Md2+,,0.0,no_match,,Arjo,,False
14,14,MD21100065 -,,0.0,no_match,,Arjo,,False
15,15,SD2 - Dopplex Sd2,,0.0,no_match,,Arjo,,False
16,16,"SD21100065 - Doppler, Hand Held, Battery",,0.0,no_match,,Arjo,,False
17,17,D920 - D920 Fetal Dopplex,,0.0,no_match,,Arjo,,False
18,18,FD1 - Fd1 Fetal Dopplex,,0.0,no_match,,Arjo,,False
19,19,FD1+,,0.0,no_match,,Arjo,,False
20,20,FD2 - Fd2 Fetal Dopplex Ii,,0.0,no_match,,Arjo,,False
21,21,FD2+ - Fd2 Fetal Dopplex Ii,,0.0,no_match,,Arjo,,False
22,22,FD3 - Sonicaid Fd3 3Mhz Waterproof Doppler,,0.0,no_match,,Arjo,,False
23,23,LF20011 - Maxi Sky 1000,,0.0,no_match,,Arjo,,False
24,24,LF21009 - Maxi Sky 1000,,0.0,no_match,,Arjo,,False
0,0,"DP-M100 - Doppler, Battery Powered",,0.0,no_match,,Cook Medical,,False
1,1,DP-M350 - Doppler Blood Flow Monitor Dp-M350,,0.0,no_match,,Cook Medical,,False
0,0,MC250R - Medichoice,LifeDop 250R,0.7,llm,751012.0,Summit Doppler,Ultrasound,False
1,1,L300AC -,,0.0,no_match,,Summit Doppler,,False
0,0,"Smart Needle - Doppler, Needle Guide",,0.9,no_match,,Cardiovascular Instrument,,False
0,0,CV 5030 -,cv5030,,skip_special_chars,,Leica,,False
1,1,M525 / OH4,m525oh4,,skip_special_chars,,Leica,,False
2,2,M530 / OHX,m530ohx,,skip_special_chars,,Leica,,False
3,3,CM1860UV,cm1860uv,,skip_special_chars,,Leica,,False
4,4,Autostainer XL,Autostainer XL,,exact,4257.0,Leica,Histology,True
5,5,ASP6025,ASP6025,,exact,758930.0,Leica,Histology,True
6,6,00953 - DMLB,DM LB,0.8,llm,749853.0,Leica,General Laboratory,False
7,7,DM LB.30T Trinocular Microscope,DM LB,0.7,llm,749853.0,Leica,General Laboratory,False
8,8,M822,M822 F20,0.6,llm,788941.0,Leica,General Laboratory,False
9,9,CM1510S-3,CM1510 S,0.9,llm,753752.0,Leica,Histology,False
10,10,CM1850UV-3-1,CM1850 UV,0.9,llm,742357.0,Leica,Histology,False
11,11,RM2255 - Microtome,RM2255,0.95,llm,3305.0,Leica,Histology,False
12,12,10400 A - Refractometer,,0.0,no_match,,Leica,,False
13,13,20 EB,,0.0,no_match,,Leica,,False
14,14,SPENCER -,,0.0,no_match,,Leica,,False
0,0,SonoTrax Basic A - Sonotrax Series Ultrasonic Pocket Doppler,Sonotrax,0.9,llm,768638.0,Edan,General Biomedical,False
1,1,M3A,M3,0.8,llm,802574.0,Edan,Patient Monitoring Systems,False
0,0,6875 - Hana Hip And Knee Arthroplasty Table,6875.0,0.9,llm,14345.0,Mizuho OSI,"Beds, Medical Furniture and Patient Transport",False
1,1,5803 - Advanced Control I-Base,5803.0,0.95,llm,17950.0,Mizuho OSI,"Beds, Medical Furniture and Patient Transport",False
2,2,7803 - Trios Spine Table Base - 650 Lb Limit,7803.0,0.9,llm,766975.0,Mizuho OSI,"Beds, Medical Furniture and Patient Transport",False
3,3,VT-1,,0.0,no_match,,Mizuho OSI,,False
0,0,POCKET DOP II - Doppler,Doppler,0.85,llm,763256.0,Imex,General Biomedical,False
1,1,Elite 200,,0.0,no_match,,Imex,,False
0,0,"PS1157 - Doppler, Lumeon Early Fetal Heart Rate, 3Mhz",,0.0,no_match,,Lumeon,,False
0,0,"SONICAID 121 - Doppler, Fetal, Underwate",,0.0,no_match,,Oxford Science,,False
1,1,BACTICINERATOR III -,,0.0,no_match,,Oxford Science,,False
0,0,DX-D 600,DX-D 600,,exact,767257.0,AGFA,Diagnostic Imaging,True
1,1,DX-D 100,dxd100,,skip_special_chars,,AGFA,,False
2,2,DX-D 100+,dxd100,,skip_special_chars,,AGFA,,False
3,3,DX-D DR Retrofit,DX-D,0.7,llm,788106.0,AGFA,Diagnostic Imaging,False
4,4,Drystar 4500M - Drystar 4500M,Drystar 4500M,1.0,llm,2808.0,AGFA,Processor/Imager,False
5,5,DR 400,DX-D 400,0.8,llm,768975.0,AGFA,Diagnostic Imaging,False
6,6,DR 600,DX-D 600,0.8,llm,767257.0,AGFA,Diagnostic Imaging,False
7,7,DR 14s - Trixell DR,,0.0,no_match,,AGFA,,False
8,8,DR10S - Dr 10S C Detector,,0.0,no_match,,AGFA,,False
9,9,DR 100s,,0.0,no_match,,AGFA,,False
0,0,50014 - Evotech,EvoTech,0.9,llm,14789.0,Advanced Sterilization Products,Sterilization,False
1,1,21005 -,STERRAD 21005,0.95,llm,760722.0,Advanced Sterilization Products,Sterilization,False
2,2,50 -,STERRAD 50,0.95,llm,4382.0,Advanced Sterilization Products,Sterilization,False
3,3,387P2,,0.0,no_match,,Advanced Sterilization Products,,False
0,0,83-2 - System 83 Plus,83 Plus 2 DT,0.85,llm,14803.0,Custom Ultrasonics,Sterilization,False
0,0,TD-100,TD-100,,exact,743770.0,CS Medical,Sterilization,True
0,0,DT2205,DT2205,,exact,791097.0,Nanosonics,Printer / Copier,True
1,1,N00010 - Trophon EPR,Trophon EPR,0.95,llm,758292.0,Nanosonics,Sterilization,False
2,2,N05000-US - Trophon 2,Trophon2,0.9,llm,791618.0,Nanosonics,Sterilization,False
0,0,1265 - RAPIDLab 1200 Series,,0.0,no_match,,Siemens Building Technologies,,False
1,1,BCS - Behring Coag System,,0.0,no_match,,Siemens Building Technologies,,False
2,2,BCSXP - Behring Coag System,,0.0,no_match,,Siemens Building Technologies,,False
3,3,PFA-100 - PFA-100,,0.0,no_match,,Siemens Building Technologies,,False
4,4,078-A011-03 - Advia Centaur Xp,,0.0,no_match,,Siemens Building Technologies,,False
5,5,10379675 - Clinitek Status +,,0.0,no_match,,Siemens Building Technologies,,False
6,6,ATLAS - Clinitek Atlas,,0.0,no_match,,Siemens Building Technologies,,False
7,7,BFT II - Coagulation Analyzer,,0.0,no_match,,Siemens Building Technologies,,False
8,8,11416751 - RAPIDPoint 500 Series,,0.0,no_match,,Siemens Building Technologies,,False
9,9,EPOC Host,,0.0,no_match,,Siemens Building Technologies,,False
10,10,EPOC Reader ,,0.0,no_match,,Siemens Building Technologies,,False
11,11,STARTCONN - Clinitek Status Connect System,,0.0,no_match,,Siemens Building Technologies,,False
12,12,10143408 -  ARCADIS Avantic,,0.0,no_match,,Siemens Building Technologies,,False
13,13,CIOS Fusion,,0.0,no_match,,Siemens Building Technologies,,False
14,14,CIOS Spin,,0.0,no_match,,Siemens Building Technologies,,False
15,15,10762473 - Uroskop Omnia Max,,0.0,no_match,,Siemens Building Technologies,,False
16,16,Multix / TosRad / Poly SX,,0.0,no_match,,Siemens Building Technologies,,False
17,17,08717741 - Symbia S,,0.0,no_match,,Siemens Building Technologies,,False
18,18,7823946 - E-Cam,,0.0,no_match,,Siemens Building Technologies,,False
19,19,C-Cam,,0.0,no_match,,Siemens Building Technologies,,False
20,20,10910501 - Symbia Evo Excel,,0.0,no_match,,Siemens Building Technologies,,False
21,21,10432914 - Magnetom Aera 1.5T,,0.0,no_match,,Siemens Building Technologies,,False
22,22,14430207 - Magnetom Skyra Eco 3T,,0.0,no_match,,Siemens Building Technologies,,False
23,23,14430327 - Magnetom Aera,,0.0,no_match,,Siemens Building Technologies,,False
24,24,10433816 - Acuson Sc2000,,0.0,no_match,,Siemens Building Technologies,,False
25,25,10785577 - Acuson P500,,0.0,no_match,,Siemens Building Technologies,,False
26,26,5996272 - E-Soft P Workstation,,0.0,no_match,,Siemens Building Technologies,,False
0,0,878-030 - 878-030 Alloy Melting Dispenser,,0.9,no_match,,"Radiation Monitoring Devices, Inc. (RMD)",,False
0,0,1701,,0.0,no_match,,Compaq,,False
1,1,"S5500 - Monitor, 15"" Svga",,0.0,no_match,,Compaq,,False
2,2,"620-V70 - Monitor, 17"" Svga",,0.0,no_match,,Compaq,,False
3,3,"Evo W4000 - Cpu, Echo Pac 7",,0.0,no_match,,Compaq,,False
0,0,0FTD1883 - Flexscan S2133,FlexScan S2133,0.95,llm,796181.0,EIZO,Hardware,False
1,1,"S2133 Flexscan - Monitor, Flatpanel, Lcd, 21""",FlexScan S2133,0.95,llm,796181.0,EIZO,Hardware,False
2,2,0FTD1896 EV2216W,,0.0,no_match,,EIZO,,False
3,3,0FTD2321F5 - RadiForce MX194,,0.0,no_match,,EIZO,,False
0,0,"2090UXi-BK-MRSR-1 - Eizo 21"" Hi Res Display Canvys",LCD2090UXi,0.9,llm,755883.0,NEC,Hardware,False
1,1,"EA193MI-BK - Lc Display 19""",MultiSync EA193MI,0.95,llm,792463.0,NEC,Hardware,False
2,2,"LCD2090UXi-BK-1 - Monitor, Multisync, Lcd, 20""",LCD2090UXi,0.95,llm,755883.0,NEC,Hardware,False
3,3,"AS192-BK - Monitor, 19"" Display",,0.0,no_match,,NEC,,False
4,4,"E233WM-BK - 23"" Lc Display",,0.0,no_match,,NEC,,False
5,5,"E242N-BK 24""",,0.0,no_match,,NEC,,False
6,6,"EA192M-BK - 19"" Nec Multisync Led Monitor",,0.0,no_match,,NEC,,False
7,7,"EA223WM-BK - Nec Multisync Ea223Wm-Bk 22"" Led Monitor, Black",,0.0,no_match,,NEC,,False
8,8,"LCD4010-BK(A) - Flatpanel, Lcd, 42""",,0.0,no_match,,NEC,,False
9,9,"V551 - Display, Lcd, 55""",,0.0,no_match,,NEC,,False
10,10,"V552 Multisync - Monitor, 55"", Flat Panel, Lcd/Led",,0.0,no_match,,NEC,,False
11,11,"P462 (0678-000-272) - Display, Lcd, 46""",,0.0,no_match,,NEC,,False
0,0,24MB35P-B,,0.0,no_match,,LG Electronics,,False
1,1,"55LH575A-UE - Monitor, 55"", Lcd",,0.0,no_match,,LG Electronics,,False
2,2,19LF10C,,0.0,no_match,,LG Electronics,,False
0,0,3860+ - MRidium MRI Infusion System with SpO2,3860,0.8,llm,798377.0,iRadimed,Infusion Pumps,False
1,1,3861 - MRIdium Sidecar Channel,MRidium 3861,0.95,llm,761679.0,iRadimed,Infusion Pumps,False
2,2,3865 - MRidium Wireless Remote Control,MRidium 3865,0.95,llm,761678.0,iRadimed,Infusion Pumps,False
3,3,3885T - MRI Remote Tablet Display,,0.0,no_match,,iRadimed,,False
4,4,3885B - MRI Tablet Base Station w/ Recorder,,0.0,no_match,,iRadimed,,False
5,5,3880M-3,,0.0,no_match,,iRadimed,,False
0,0,"DX-32L200A12 - Display, Lcd, 32""",,0.0,no_match,,Dynex,,False
1,1,FJE-607R - APOLLO 733,,0.0,no_match,,Dynex,,False
0,0,"GL2460-B - Gl2460-B 24"" Lcd Display",,0.0,no_match,,BenQ,,False
0,0,"LE42BW - 24"" Touchscreen Display",,0.0,no_match,,Planar,,False
1,1,PT1510MX - Monitor (Black),,0.0,no_match,,Planar,,False
0,0,VA2447-MH - Vs18522,,0.0,no_match,,ViewSonic,,False
1,1,VS15453 - Ultra-Slim Led Lcd Monitor,,0.0,no_match,,ViewSonic,,False
0,0,"1900 - Analyzer, Sample",,0.0,no_match,,Diamedix,,False
0,0,VE198TL,,0.0,no_match,,ASUS,,False
1,1,"RT-N66U - Router, Dual-Band Wireless-N900 Gigabit",,0.0,no_match,,ASUS,,False
0,0,130-093-235 - gentleMACS Dissociator,gentleMACS,0.9,llm,754831.0,Miltenyi Biotec,Histology,False
0,0,0400-0130 - Bladderscan Prime 9400 Battery Charger,BVI 9400,0.7,llm,747337.0,Verathon,Ultrasound,False
1,1,0570-0193 - Bladderscan Bvi 9400 Battery Charger,BVI 9400,0.8,llm,747337.0,Verathon,Ultrasound,False
2,2,0270-0993 - Glidescope Core,GlideScope Core,0.95,llm,792029.0,Verathon,Patient Monitoring Systems,False
3,3,0270-1107 - GlideScope Go 2 Monitor,Glidescope GO,0.85,llm,788902.0,Verathon,Endoscopy,False
4,4,0570-0366 - Glidescope Go,Glidescope GO,0.95,llm,788902.0,Verathon,Endoscopy,False
5,5,0570-0376 - Glidescope Core,GlideScope Core,0.95,llm,792029.0,Verathon,Patient Monitoring Systems,False
6,6,0574-0001 - (GVL) Glidescope,Glidescope GVL,0.9,llm,743835.0,Verathon,Endoscopy,False
7,7,0270-0870 - Bladderscan Prime Plus,Prime Plus,0.9,llm,802621.0,Verathon,General Biomedical,False
8,8,0270-1014 - Bladderscan i10,BladderScan i10,0.95,llm,798776.0,Verathon,General Biomedical,False
9,9,0570-0346 - Bladderscan Prime Plus,Prime Plus,0.9,llm,802621.0,Verathon,General Biomedical,False
0,0,22-4501 - Battery Charger,,0.0,no_match,,Mentor,,False
0,0,AV300,AV300,,exact,762033.0,AccuVein,Surgery,True
1,1,AV500,AV500,,exact,789356.0,AccuVein,Surgery,True
2,2,CC300,,1.0,no_match,,AccuVein,,False
0,0,NPi-200,NPi-200,,exact,786360.0,NeurOptics,,True
1,1,NPi2-CHG-01 - Npi-200 Charging Station,NPi-200,0.8,llm,786360.0,NeurOptics,,False
2,2,NPi-300-SYS - Npi-300 Pupillometer Kit,,0.0,no_match,,NeurOptics,,False
0,0,9023 - RDS3 Oximeter Docking Station,RDS-3,0.9,llm,792389.0,Masimo Set,Surgery,False
1,1,95048 - Masimo Root,Root,0.95,llm,801104.0,Masimo Set,Patient Monitoring Systems,False
2,2,9515 - Root Monitor W/ O3 Cerebral Oximeter,Root,0.85,llm,801104.0,Masimo Set,Patient Monitoring Systems,False
3,3,9086 - Radical 7,Radical-7,0.95,llm,12455.0,Masimo Set,Patient Monitoring Systems,False
4,4,9196 - Rad-5,Rad-5,0.95,llm,12450.0,Masimo Set,Patient Monitoring Systems,False
5,5,9197 - Rad-5V,Rad-5v,0.95,llm,12452.0,Masimo Set,Patient Monitoring Systems,False
6,6,9216 - Rad-57,Rad-57,0.95,llm,12451.0,Masimo Set,Patient Monitoring Systems,False
7,7,9500 - Radical-7,Radical-7,0.95,llm,12455.0,Masimo Set,Patient Monitoring Systems,False
8,8,9738 - Rad-97,Rad-97,0.95,llm,793662.0,Masimo Set,General Biomedical,False
9,9,RAD7CA - Radical-7 W/Hg,Radical-7,0.9,llm,12455.0,Masimo Set,Patient Monitoring Systems,False
10,10,9021 - RDS1 with SatShare,,0.0,no_match,,Masimo Set,,False
11,11,1846 Intellivue,,0.0,no_match,,Masimo Set,,False
0,0,"XV-NP1SL - Video, Dvd Player",,1.0,no_match,,JVC,,False
0,0,1726 - Tachometer,1726.0,0.95,llm,798771.0,Ametek,,False
1,1,CHATILLON FCE - Digital Dynamometer,,0.0,no_match,,Ametek,,False
0,0,PG-30 - Pg-30 Pinch Meter,PG-30,0.95,llm,789965.0,B&L Engineering,Patient Care and Exam,False
1,1,BL5001 - Bl5001 Hand Dynamometer,,0.0,no_match,,B&L Engineering,,False
2,2,PG-60 - Pg-60 Pinch Meter,,0.0,no_match,,B&L Engineering,,False
0,0,ACCESS -,access,,skip_special_chars,,Beckman Coulter,,False
1,1,Allegra X-22,allegrax22,,skip_special_chars,,Beckman Coulter,,False
2,2,378600 - Prepplus 2 Prepsystem,PrepPlus,0.8,llm,744652.0,Beckman Coulter,General Laboratory,False
3,3,386220 - Access 2,Access 2,0.95,llm,8039.0,Beckman Coulter,General Laboratory,False
4,4,6605429 - TQ Prep Workstation,TQ-Prep,0.9,llm,737598.0,Beckman Coulter,Hematology,False
5,5,Ac diff 2 -,Ac-T diff2,0.85,llm,8041.0,Beckman Coulter,General Laboratory,False
6,6,LH 750 - Hematology System,LH 750,0.95,llm,8055.0,Beckman Coulter,General Laboratory,False
7,7,LH 755 - Hematology System,LH 755,0.95,llm,8056.0,Beckman Coulter,General Laboratory,False
8,8,SYNCHRON LX20 PRO - Blood Gas,SYNCHRON LX20 PRO,0.95,llm,643.0,Beckman Coulter,General Laboratory,False
9,9,UniCel DxH 800 Coulter Cellular Analysis System,UniCel DxH 800,0.95,llm,751049.0,Beckman Coulter,General Laboratory,False
10,10,UniCel DxI 800 Access Immunoassay System,UniCel DxI 800,0.95,llm,8062.0,Beckman Coulter,General Laboratory,False
11,11,102974 - Aution Eleven AE-4022,Aution AE-4022,0.9,llm,800778.0,Beckman Coulter,General Laboratory,False
12,12,14505 - Aution Max AX-4030,Aution Max AX-4030,0.95,llm,792637.0,Beckman Coulter,General Laboratory,False
13,13,800-3934 - Iq200 Elite,iQ200 Elite,0.95,llm,742431.0,Beckman Coulter,General Laboratory,False
14,14,800-3934 - iQ200 Elite Analyzer,iQ200 Elite,0.95,llm,742431.0,Beckman Coulter,General Laboratory,False
15,15,A46474 - Microfuge 16,Microfuge 16,0.95,llm,747100.0,Beckman Coulter,General Laboratory,False
16,16,C19417 - Avanti J-15,Avanti J-15R,0.85,llm,794482.0,Beckman Coulter,General Laboratory,False
17,17,CF02 - Statspin Cytofuge 2,Statspin,0.7,llm,,Beckman Coulter,,False
18,18,Allegra X-30 - Allegra X-30,Allegra X-30,0.95,llm,761584.0,Beckman Coulter,General Laboratory,False
19,19,Allegra 6KR - Allegra 6Kr,Allegra 6KR,0.95,llm,971.0,Beckman Coulter,General Laboratory,False
20,20,Allegra X-15R - Centrifuge,Allegra X15R,0.9,llm,9585.0,Beckman Coulter,General Laboratory,False
21,21,Allegra X-30R - Allegra X-30R,Allegra X-30R,0.95,llm,761898.0,Beckman Coulter,General Laboratory,False
22,22,350624 - Airfuge B3 Ultrafuge,Airfuge,0.85,llm,739219.0,Beckman Coulter,General Laboratory,False
23,23,A68236 - Navios 10 Compressor,Navios,0.8,llm,789536.0,Beckman Coulter,Hematology,False
24,24,175487 - Cytomics Fc 500 Series Flow,Cytomics FC 500,0.9,llm,10383.0,Beckman Coulter,Hematology,False
25,25,B47905 - Navios 10,Navios,0.9,llm,789536.0,Beckman Coulter,Hematology,False
26,26,LH 750 SM -,LH 750 SlideMaker,0.9,llm,746125.0,Beckman Coulter,,False
27,27,PWRSPLY -,,0.0,no_match,,Beckman Coulter,,False
28,28,UniCel DxH Slidemaker Stainer,,0.0,no_match,,Beckman Coulter,,False
0,0,179,179,,exact,790490.0,Fluke Biomedical,General Laboratory,True
1,1,177 - Fluke 177 Multimeter,179,0.6,llm,790490.0,Fluke Biomedical,General Laboratory,False
2,2,Fluke 77 Multimeter - Fluke 77,77II,0.7,llm,790494.0,Fluke Biomedical,General Laboratory,False
3,3,ESA609 - Electrical Safety Analyzer,ESA609,1.0,llm,790495.0,Fluke Biomedical,General Laboratory,False
4,4,ESA612-US - Electrical Safety Analyzer,ESA612,0.9,llm,790496.0,Fluke Biomedical,General Laboratory,False
5,5,87,,0.5,no_match,,Fluke Biomedical,,False
6,6,27 - Dvm,,0.5,no_match,,Fluke Biomedical,,False
7,7,87 IV - 87 Iv True Rms Multimeter,,0.5,no_match,,Fluke Biomedical,,False
8,8,87 V,,0.5,no_match,,Fluke Biomedical,,False
9,9,"190M-2 - Scopemeter, 2 Channel",,0.5,no_match,,Fluke Biomedical,,False
10,10,99B - Scope-Meter,,0.5,no_match,,Fluke Biomedical,,False
11,11,PS410,,0.5,no_match,,Fluke Biomedical,,False
12,12,DALE601 - Electrical Safety Tester,,0.5,no_match,,Fluke Biomedical,,False
13,13,454A CE,,0.5,no_match,,Fluke Biomedical,,False
14,14,2247700 - Sigmapace 1000,,0.5,no_match,,Fluke Biomedical,,False
15,15,"DPM2PLUS - Meter, Pressure",,0.5,no_match,,Fluke Biomedical,,False
16,16,DPM4-2G - Pressure Meter,,0.5,no_match,,Fluke Biomedical,,False
17,17,DPM4-2H - Digital Pressure Meter,,0.5,no_match,,Fluke Biomedical,,False
18,18,52,,0.5,no_match,,Fluke Biomedical,,False
19,19,51 - Thermometer,,0.5,no_match,,Fluke Biomedical,,False
20,20,52 II Thermometer,,0.5,no_match,,Fluke Biomedical,,False
21,21,80T-150U - Fluke 80T-150Ua Universal Temperature Probe,,0.5,no_match,,Fluke Biomedical,,False
0,0,PS11076 - UL1363A - 15A SPRPT for Patient-Care Vicinity,,0.9,no_match,,American Vault Corporation,,False
1,1,PS12595 - UL1363A - 20A SPRPT for Patient-Care Vicinity,,0.9,no_match,,American Vault Corporation,,False
0,0,ELI 150C Series 2,,0.8,no_match,,Mortara Instrument,,False
0,0,EEG 1200A TRANSFORME - Isolation Transformer,Neurofax EEG-1200,0.7,llm,761752.0,Nihon Kohden,Patient Monitoring Systems,False
1,1,EEG1200A - Eeg Machine Iso Transf,Neurofax EEG-1200,0.8,llm,761752.0,Nihon Kohden,Patient Monitoring Systems,False
2,2,JE-921A - Junction Box,,0.0,no_match,,Nihon Kohden,,False
3,3,"JE-922A - Junction Box, Mini",,0.0,no_match,,Nihon Kohden,,False
4,4,LS-120AJ - Photic Control Unit,,0.0,no_match,,Nihon Kohden,,False
5,5,LS-703A - Ls-703A,,0.0,no_match,,Nihon Kohden,,False
6,6,"SM-930AA - Transformer, Isolation",,0.0,no_match,,Nihon Kohden,,False
0,0,Easy III,Easy III,,exact,11979.0,Cadwell,Patient Monitoring Systems,True
1,1,Easy III EES - EEG Headbox,Easy III,0.85,llm,11979.0,Cadwell,Patient Monitoring Systems,False
